Plot,Treatment,BD 0-10cm,BD 10-20cm,BD 20-30cm,BD Moisture 0-10cm,BD Moisture 10-20 cm,BD Moisture 20-30 cm,Emergence,Chlorophyll       28th May,Chlorophyll       23rd June,Chlorophyll     12th July,Chlorophyll 5th August,LAI       15th June,LAI         12th July,LAI           6th Aug,Linear Metre UW (g),Linear Metre  NT (g),UW Screenings 2.5,UW Screenings 2.25,UW Screenings 2.2,UW Screenings <2.2,NT Screenings 2.5,NT Screenings 2.25,NT Screenings 2.2,NT Screenings <2.2,UW        TGW,NT         TGW,UW Protein @ 15% Moisture,NT  Protein @ 15% Moisture,Cone P UW      0cm,Cone P UW   2.5cm,Cone P UW       5cm,Cone P UW       7.5cm,Cone P UW         10cm,Cone P UW    12.5cm,Cone P UW          15cm,Cone P UW       17.5cm,Cone P UW        20cm,Cone P UW     22.5cm,Cone P UW         25cm,Cone P UW    27.5cm,Cone P UW        30cm,Cone P UW     32.5cm,Cone P UW       35cm,Cone P UW      37.5cm,Cone P UW        40cm,Cone P UW      42.5cm,Cone P UW     45cm,Cone P NT         0cm,Cone P NT    2.5cm,Cone P NT          5cm,Cone P NT         7.5cm,Cone P NT       10cm,Cone P NT       12.5cm,Cone P NT        15cm,Cone P NT        17.5cm,Cone P NT           20cm,Cone P NT          22.5cm,Cone P NT          25cm,Cone P NT        27.5cm,Cone P NT        30cm,Cone P NT           32.5cm,Cone P NT          35cm,Cone P NT           37.5cm,Cone P NT        40cm,Cone P NT           42.5cm,Cone P NT          45cm,Combine Yield (t/ac)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
